"","web_url","snippet","lead_paragraph","print_page","source","pub_date","document_type","news_desk","section_name","type_of_material","_id","word_count","score","uri","subsectoinName","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"21","https://www.nytimes.com/aponline/2019/04/12/us/ap-us-haitians-temporary-residency.html","A second federal judge has blocked the Department of Homeland Security from forcing tens of thousands of Haitians to return to their native country.","A second federal judge has blocked the Department of Homeland Security from forcing tens of thousands of Haitians to return to their native country.",NA,"AP","2019-04-12T22:19:00+0000","article","None","U.S.","News","5cb10f2e49f0eacbf1f8396a",383,0,"nyt://article/cac5d337-e51d-5276-8432-6665dc101d7f",NA,"Second Federal Judge Blocks Trump Plan to Send Haitians Home",NA,NA,"Second Federal Judge Blocks Trump Plan to Send Haitians Home",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"22","https://www.nytimes.com/2019/04/08/sports/mlb-cuba-donald-trump.html","The Trump administration declared that the deal violated trade laws because the Cuban federation was part of the government in Havana.","The Trump administration declared that the deal violated trade laws because the Cuban federation was part of the government in Havana.","10","The New York Times","2019-04-08T22:25:54+0000","article","Sports","Sports","News","5cabcacc49f0eacbf1f81b1f",873,0,"nyt://article/be32937c-810a-5976-84fa-6065e5a601ae","Baseball","Trump Ends Deal Between M.L.B. and Cuban Baseball Federation",NA,NA,"Citing Trade Laws, Trump Cancels Deal Between M.L.B. and Cuban Federation",NA,NA,NA,"By DAVID WALDSTEIN and MICHAEL TACKETT",NA
"23","https://www.nytimes.com/aponline/2019/04/12/us/politics/ap-us-trump-adviser-miami.html","National security adviser John Bolton said Friday that he will travel to Miami next week to outline steps the administration is taking to confront what he says are threats from the ""troika of tyranny,"" Cuba, Venezuela and Nicaragua.","National security adviser John Bolton said Friday that he will travel to Miami next week to outline steps the administration is taking to confront what he says are threats from the ""troika of tyranny,"" Cuba, Venezuela and Nicaragua.",NA,"AP","2019-04-12T20:28:08+0000","article","None","U.S.","News","5cb0f53249f0eacbf1f83882",272,0,"nyt://article/3f995e58-6dbd-5910-935c-f65c41c8a630","Politics","Trump Adviser to Give Remarks on Cuba, Venezuela, Nicaragua",NA,NA,"Trump Adviser to Give Remarks on Cuba, Venezuela, Nicaragua",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"24","https://www.nytimes.com/2019/04/04/science/mars-eclipse-moons-phobos-deimos.html","Phobos and Deimos, the two Martian moons, got between the red planet and the sun in March.","Phobos and Deimos, the two Martian moons, got between the red planet and the sun in March.","2","The New York Times","2019-04-04T20:16:58+0000","article","Science","Science","News","5ca6669549f0eacbf1f80fa8",296,0,"nyt://article/870209e5-6e3d-5e35-a279-1b41009a937d",NA,"Watch Two Tiny Moons Eclipse the Sun on Mars","Trilobites","Trilobites","Martian Maneuvers: When the Red Planet Got a Little Darker",NA,NA,NA,"By KENNETH CHANG",NA
"25","https://www.nytimes.com/reuters/2019/04/12/us/politics/12reuters-usa-immigration-asylum.html","The U.S. government can continue at least temporarily to send asylum seekers back to Mexico after President Donald Trump scored a rare ruling in his favor on Friday from the U.S. 9th Circuit Court of Appeals.","The U.S. government can continue at least temporarily to send asylum seekers back to Mexico after President Donald Trump scored a rare ruling in his favor on Friday from the U.S. 9th Circuit Court of Appeals.",NA,"Reuters","2019-04-12T18:43:47+0000","article","None","U.S.","News","5cb0dcbd49f0eacbf1f83795",401,0,"nyt://article/5bf02f87-231e-5674-8cd8-cfb7b502f163","Politics","Trump Asylum Policy Gets Temporary Reprieve From Court of Appeals",NA,NA,"Trump Asylum Policy Gets Temporary Reprieve From Court of Appeals",NA,NA,NA,"By REUTERS","REUTERS"
"26","https://www.nytimes.com/2019/04/08/business/dealbook/boeing-lawsuit.html","Aircraft makers rarely face a criminal investigation resulting from plane crashes. Here is a look what laws investigators might consider.","Aircraft makers rarely face a criminal investigation resulting from plane crashes. Here is a look what laws investigators might consider.",NA,"The New York Times","2019-04-08T15:13:49+0000","article","Business","Business","News","5cab658749f0eacbf1f819dc",730,0,"nyt://article/b3ef1bcb-b205-5af3-bf43-87df9fb9272c","DealBook","What Laws Could Investigators Use to Pursue a Case Against Boeing?","White Collar Watch","White Collar Watch","",NA,NA,NA,"By PETER J. HENNING",NA
"27","https://www.nytimes.com/2019/04/12/us/trump-asylum-seekers-mexico.html","An appeals court granted a stay four days after a lower court blocked what the Trump administration calls migration protection protocols.","An appeals court granted a stay four days after a lower court blocked what the Trump administration calls migration protection protocols.","14","The New York Times","2019-04-13T02:33:16+0000","article","Express","U.S.","News","5cb14ac649f0eacbf1f83a12",557,0,"nyt://article/db87699d-8fdc-57e0-bf06-b16645ae605e",NA,"Rule Keeping Asylum Seekers in Mexico Can Temporarily Proceed, Court Says",NA,NA,"Court Temporarily Backs Protocols to Keep Asylum Seekers in Mexico",NA,NA,NA,"By MIHIR ZAVERI",NA
"28","https://www.nytimes.com/aponline/2019/04/12/us/ap-us-united-states-mexico-asylum-the-latest.html","The Latest on a court ruling that would have prevented the Trump administration from returning asylum seekers to Mexico to await court hearings (all times local):","The Latest on a court ruling that would have prevented the Trump administration from returning asylum seekers to Mexico to await court hearings (all times local):",NA,"AP","2019-04-12T23:54:59+0000","article","None","U.S.","News","5cb125ad49f0eacbf1f839c4",309,0,"nyt://article/f09e4a5a-299a-5afa-9ada-62dde31810ce",NA,"The Latest: Court Allows Return of Asylum Seekers to Mexico.",NA,NA,"The Latest: Court Allows Return of Asylum Seekers to Mexico.",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"29","https://www.nytimes.com/2019/04/09/opinion/stephen-miller-trump-immigration.html","The Trump administration’s vicious immigration policies didn’t implement themselves.","The Trump administration’s vicious immigration policies didn’t implement themselves.","22","The New York Times","2019-04-09T23:30:47+0000","article","Editorial","Opinion","Editorial","5cad2b8749f0eacbf1f82212",850,0,"nyt://article/c7635110-d773-59f9-8e57-9eaa940dd7cd",NA,"Stephen Miller Can’t Act Alone","Editorial Observer","Editorial Observer","Stephen Miller Can’t Act Alone",NA,NA,NA,"By MICHELLE COTTLE",NA
"30","https://www.nytimes.com/2019/04/08/us/politics/trump-asylum-seekers-federal-judge.html","The longer-term effect of the eruption of Oval Office frustration is likely to be a burst of anti-immigrant policies that stand out, even for Mr. Trump.","The longer-term effect of the eruption of Oval Office frustration is likely to be a burst of anti-immigrant policies that stand out, even for Mr. Trump.","1","The New York Times","2019-04-08T21:11:21+0000","article","Washington","U.S.","News","5cabb95349f0eacbf1f81ada",1325,0,"nyt://article/21cc102a-23de-5f43-a6c0-41896cf67b21","Politics","Trump Signals Even Fiercer Immigration Agenda, With a Possible Return of Family Separations",NA,NA,"Policies May Include Return of Family Separations",NA,NA,NA,"By MICHAEL D. SHEAR, ZOLAN KANNO-YOUNGS and MAGGIE HABERMAN",NA
"31","https://www.nytimes.com/aponline/2019/04/09/us/ap-us-immigration-separating-families.html","The Trump administration wants up to two years to find potentially thousands of children who were separated from their families at the border before a judge halted the practice last year, a task that it says is more laborious than previous efforts...","The Trump administration wants up to two years to find potentially thousands of children who were separated from their families at the border before a judge halted the practice last year, a task that it says is more laborious than previous efforts because the children are no longer in government custody.",NA,"AP","2019-04-09T15:52:15+0000","article","None","U.S.","News","5cacc00a49f0eacbf1f81eb1",572,0,"nyt://article/6424773b-6223-5c00-8cce-85a5791cab19",NA,"US Wants 2 Years to ID Migrant Kids Separated From Families",NA,NA,"US Wants 2 Years to ID Migrant Kids Separated From Families",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"32","https://www.nytimes.com/aponline/2019/04/11/us/politics/ap-us-trump-secret-service-the-latest.html","The Latest on President Donald Trump and the Secret Service (all times local):","The Latest on President Donald Trump and the Secret Service (all times local):",NA,"AP","2019-04-11T15:40:01+0000","article","None","U.S.","News","5caf602c49f0eacbf1f82d31",197,0,"nyt://article/cc1efe5b-998f-5e1c-9ec9-fb80f57cb0de","Politics","The Latest: Trump Picks New Secret Service Director",NA,NA,"The Latest: Trump Picks New Secret Service Director",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"33","https://www.nytimes.com/2019/04/09/us/texas-tech-affirmative-action.html","The university made the decision as part of an agreement resolving a 14-year investigation by the Education Department’s Office for Civil Rights.","The university made the decision as part of an agreement resolving a 14-year investigation by the Education Department’s Office for Civil Rights.","12","The New York Times","2019-04-09T19:59:26+0000","article","National","U.S.","News","5cacf9f849f0eacbf1f820f2",765,0,"nyt://article/8042cb10-1b6f-50c5-bc44-977ac6a48004",NA,"Texas Tech Medical School, Under Pressure From Education Dept., Will Stop Using Race in Admissions",NA,NA,"Civil Rights Agreement Settles Case At Texas Tech",NA,NA,NA,"By ANEMONA HARTOCOLLIS",NA
"34","https://www.nytimes.com/aponline/2019/04/10/us/politics/ap-us-saudi-ambassador.html","The Senate voted overwhelmingly Wednesday to confirm a retired four-star general, John Abizaid, as the U.S. ambassador to Saudi Arabia, filling an important diplomatic post that has been vacant for more than two years.","The Senate voted overwhelmingly Wednesday to confirm a retired four-star general, John Abizaid, as the U.S. ambassador to Saudi Arabia, filling an important diplomatic post that has been vacant for more than two years.",NA,"AP","2019-04-10T19:34:04+0000","article","None","U.S.","News","5cae458649f0eacbf1f826e8",325,0,"nyt://article/39dc59e0-4d60-5396-9d0a-a720c7410a43","Politics","Retired General Confirmed as US Ambassador to Saudi Arabia",NA,NA,"Retired General Confirmed as US Ambassador to Saudi Arabia",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"35","https://www.nytimes.com/2019/04/04/opinion/trump-deadly-deregulation.html","Trust the pork producers; fear the wind turbines.","Trust the pork producers; fear the wind turbines.","25","The New York Times","2019-04-04T20:31:35+0000","article","OpEd","Opinion","Op-Ed","5ca66a0149f0eacbf1f80fad",878,0,"nyt://article/b688531d-9492-59de-8957-6dbc0219d384",NA,"Donald Trump Is Trying to Kill You",NA,NA,"Trump’s  Deadly  Legacy",NA,NA,NA,"By PAUL KRUGMAN",NA
"36","https://www.nytimes.com/aponline/2019/04/11/us/politics/ap-us-life-after-trump.html","As she heads out the door, departing Homeland Security Secretary Kirstjen Nielsen will confront the odd dynamics of the post-Trump job market.","As she heads out the door, departing Homeland Security Secretary Kirstjen Nielsen will confront the odd dynamics of the post-Trump job market.",NA,"AP","2019-04-11T18:08:55+0000","article","None","U.S.","News","5caf831149f0eacbf1f82f07",700,0,"nyt://article/ff66b78b-3a63-5de1-aae4-200fefe313a2","Politics","Nielsen to Face Odd Dynamics of Post-Trump Job Market",NA,NA,"Nielsen to Face Odd Dynamics of Post-Trump Job Market",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"37","https://www.nytimes.com/2019/04/08/opinion/kirstjen-nielsen-family-separation-trump.html","Her role in terrorizing children should make her a permanent pariah.","Her role in terrorizing children should make her a permanent pariah.","27","The New York Times","2019-04-08T23:26:25+0000","article","OpEd","Opinion","Op-Ed","5cabd8fb49f0eacbf1f81b2e",959,0,"nyt://article/6497df5a-5aa2-5aff-a009-4c9e7398eeea",NA,"Cancel Kirstjen Nielsen",NA,NA,"Cancel  Kirstjen  Nielsen",NA,NA,NA,"By MICHELLE GOLDBERG",NA
"38","https://www.nytimes.com/aponline/2019/04/11/us/politics/ap-us-trump-secret-service.html","U.S. Secret Service Director Randolph ""Tex"" Alles is expected to leave the Trump administration.","U.S. Secret Service Director Randolph ""Tex"" Alles is expected to leave the Trump administration.",NA,"AP","2019-04-11T05:52:00+0000","article","None","U.S.","News","5caed65a49f0eacbf1f82946",92,0,"nyt://article/94f0f8b5-ca4e-53b5-b06c-e17f1f8b9a6c","Politics","AP Sources: Secret Service Director to Leave Trump Admin",NA,NA,"AP Sources: Secret Service Director to Leave Trump Admin",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
"39","https://www.nytimes.com/reuters/2019/04/04/us/politics/04reuters-usa-trade-china-talks.html","U.S. President Donald Trump said on Thursday that trade talks with China were going well and he would only accept a ""great"" deal as negotiators hammered out differences ahead of a meeting between Trump and China's vice premier later in the day.","U.S. President Donald Trump said on Thursday that trade talks with China were going well and he would only accept a ""great"" deal as negotiators hammered out differences ahead of a meeting between Trump and China's vice premier later in the day.",NA,"Reuters","2019-04-04T16:40:27+0000","article","None","U.S.","News","5ca633d449f0eacbf1f80ed2",727,0,"nyt://article/800bc183-f3c4-56a4-8191-afdc173554be","Politics","Trump Says China Trade Talks Going Well, Will Only Accept 'Great' Deal",NA,NA,"Trump Says China Trade Talks Going Well, Will Only Accept 'Great' Deal",NA,NA,NA,"By REUTERS","REUTERS"
"40","https://www.nytimes.com/aponline/2019/04/12/us/politics/ap-us-united-states-assange-.html","The decision to seek the extradition of Julian Assange marked a dramatic new approach to the founder of WikiLeaks by the U.S. government, a shift that was signaled in the early days of the Trump administration.","The decision to seek the extradition of Julian Assange marked a dramatic new approach to the founder of WikiLeaks by the U.S. government, a shift that was signaled in the early days of the Trump administration.",NA,"AP","2019-04-12T19:58:06+0000","article","None","U.S.","News","5cb0ee2849f0eacbf1f83806",882,0,"nyt://article/d359f22e-9ed8-5f76-aba9-c9947489e051","Politics","Charging Assange Reflects Dramatic Shift in US Approach",NA,NA,"Charging Assange Reflects Dramatic Shift in US Approach",NA,NA,NA,"By THE ASSOCIATED PRESS","THE ASSOCIATED PRESS"
